Año	Comarca código	Comarca nombre	División (2 dígitos) código	División (2 dígitos) descripción	Año
2009	01	La Jacetania	90	Actividades de creación, artísticas y espectáculos	19
2009	01	La Jacetania	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	1
2009	01	La Jacetania	92	Actividades de juegos de azar y apuestas	15
2009	01	La Jacetania	93	Actividades deportivas, recreativas y de entretenimiento	39
2009	01	La Jacetania	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	29
2009	01	La Jacetania	96	Otros servicios personales	81
2009	02	Alto Gállego	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	34
2009	02	Alto Gállego	02	Silvicultura y explotación forestal	7
2009	02	Alto Gállego	06	Extracción de crudo de petróleo y gas natural	1
2009	02	Alto Gállego	08	Otras industrias extractivas	3
2009	02	Alto Gállego	10	Industria de la alimentación	10
2009	02	Alto Gállego	11	Fabricación de bebidas	2
2009	02	Alto Gállego	13	Industria textil	3
2009	02	Alto Gállego	14	Confección de prendas de vestir	2
2009	02	Alto Gállego	15	Industria del cuero y del calzado	2
2009	02	Alto Gállego	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	12
2009	02	Alto Gállego	18	Artes gráficas y reproducción de soportes grabados	3
2009	02	Alto Gállego	20	Industria química	11
2009	02	Alto Gállego	21	Fabricación de productos farmacéuticos	1
2009	02	Alto Gállego	22	Fabricación de productos de caucho y plásticos	2
2009	02	Alto Gállego	23	Fabricación de otros productos minerales no metálicos	6
2009	02	Alto Gállego	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	3
2009	02	Alto Gállego	25	Fabricación de productos metálicos, excepto maquinaria y equipo	28
2009	02	Alto Gállego	31	Fabricación de muebles	4
2009	02	Alto Gállego	32	Otras industrias manufactureras	2
2009	02	Alto Gállego	33	Reparación e instalación de maquinaria y equipo	9
2009	02	Alto Gállego	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	42
2009	02	Alto Gállego	36	Captación, depuración y distribución de agua	1
2009	02	Alto Gállego	37	Recogida y tratamiento de aguas residuales	2
2009	02	Alto Gállego	38	Recogida, tratamiento y eliminación de residuos; valorización	3
2009	02	Alto Gállego	39	Actividades de descontaminación y otros servicios de gestión de residuos	7
2009	02	Alto Gállego	41	Construcción de edificios	220
2009	02	Alto Gállego	42	Ingeniería civil	24
2009	02	Alto Gállego	43	Actividades de construcción especializada	289
2009	02	Alto Gállego	45	Venta y reparación de vehículos de motor y motocicletas	50
2009	02	Alto Gállego	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	72
2009	02	Alto Gállego	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	429
2009	02	Alto Gállego	49	Transporte terrestre y por tubería	74
2009	02	Alto Gállego	52	Almacenamiento y actividades anexas al transporte	8
2009	02	Alto Gállego	55	Servicios de alojamiento	128
2009	02	Alto Gállego	56	Servicios de comidas y bebidas	377
2009	02	Alto Gállego	58	Edición	2
2009	02	Alto Gállego	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	2
2009	02	Alto Gállego	60	Actividades de programación y emisión de radio y televisión	1
2009	02	Alto Gállego	61	Telecomunicaciones	2
2009	02	Alto Gállego	62	Programación, consultoría y otras actividades relacionadas con la informática	6
2009	02	Alto Gállego	63	Servicios de información	2
2009	02	Alto Gállego	64	Servicios financieros, excepto seguros y fondos de pensiones	22
2009	02	Alto Gállego	66	Actividades auxiliares a los servicios financieros y a los seguros	25
2009	02	Alto Gállego	68	Actividades inmobiliarias	195
2009	02	Alto Gállego	69	Actividades jurídicas y de contabilidad	31
2009	02	Alto Gállego	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	56
2009	02	Alto Gállego	72	Investigación y desarrollo	2
2009	02	Alto Gállego	73	Publicidad y estudios de mercado	6
2009	02	Alto Gállego	74	Otras actividades profesionales, científicas y técnicas	21
2009	02	Alto Gállego	75	Actividades veterinarias	8
2009	02	Alto Gállego	77	Actividades de alquiler	54
2009	02	Alto Gállego	78	Actividades relacionadas con el empleo	3
2009	02	Alto Gállego	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	5
2009	02	Alto Gállego	80	Actividades de seguridad e investigación	1
2009	02	Alto Gállego	81	Servicios a edificios y actividades de jardinería	37
2009	02	Alto Gállego	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	16
2009	02	Alto Gállego	85	Educación	43
2009	02	Alto Gállego	86	Actividades sanitarias	28
2009	02	Alto Gállego	87	Asistencia en establecimientos residenciales	3
2009	02	Alto Gállego	88	Actividades de servicios sociales sin alojamiento	1
2009	02	Alto Gállego	90	Actividades de creación, artísticas y espectáculos	18
2009	02	Alto Gállego	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	4
2009	02	Alto Gállego	92	Actividades de juegos de azar y apuestas	8
2009	02	Alto Gállego	93	Actividades deportivas, recreativas y de entretenimiento	19
2009	02	Alto Gállego	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	13
2009	02	Alto Gállego	96	Otros servicios personales	72
2009	03	Sobrarbe	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	132
2009	03	Sobrarbe	02	Silvicultura y explotación forestal	2
2009	03	Sobrarbe	08	Otras industrias extractivas	5
2009	03	Sobrarbe	10	Industria de la alimentación	16
2009	03	Sobrarbe	11	Fabricación de bebidas	1
2009	03	Sobrarbe	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	14
2009	03	Sobrarbe	18	Artes gráficas y reproducción de soportes grabados	2
2009	03	Sobrarbe	23	Fabricación de otros productos minerales no metálicos	9
2009	03	Sobrarbe	25	Fabricación de productos metálicos, excepto maquinaria y equipo	11
2009	03	Sobrarbe	28	Fabricación de maquinaria y equipo n.c.o.p.	1
2009	03	Sobrarbe	31	Fabricación de muebles	3
2009	03	Sobrarbe	33	Reparación e instalación de maquinaria y equipo	2
2009	03	Sobrarbe	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	23
2009	03	Sobrarbe	39	Actividades de descontaminación y otros servicios de gestión de residuos	2
2009	03	Sobrarbe	41	Construcción de edificios	140
2009	03	Sobrarbe	42	Ingeniería civil	10
2009	03	Sobrarbe	43	Actividades de construcción especializada	222
2009	03	Sobrarbe	45	Venta y reparación de vehículos de motor y motocicletas	28
2009	03	Sobrarbe	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	32
2009	03	Sobrarbe	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	251
2009	03	Sobrarbe	49	Transporte terrestre y por tubería	57
2009	03	Sobrarbe	53	Actividades postales y de correos	1
2009	03	Sobrarbe	55	Servicios de alojamiento	216
2009	03	Sobrarbe	56	Servicios de comidas y bebidas	262
2009	03	Sobrarbe	58	Edición	2
2009	03	Sobrarbe	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	4
2009	03	Sobrarbe	60	Actividades de programación y emisión de radio y televisión	1
2009	03	Sobrarbe	61	Telecomunicaciones	1
2009	03	Sobrarbe	62	Programación, consultoría y otras actividades relacionadas con la informática	5
2009	03	Sobrarbe	64	Servicios financieros, excepto seguros y fondos de pensiones	22
2009	03	Sobrarbe	66	Actividades auxiliares a los servicios financieros y a los seguros	11
2009	03	Sobrarbe	68	Actividades inmobiliarias	117
2009	03	Sobrarbe	69	Actividades jurídicas y de contabilidad	14
2009	03	Sobrarbe	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	37
2009	03	Sobrarbe	72	Investigación y desarrollo	2
2009	03	Sobrarbe	73	Publicidad y estudios de mercado	10
2009	03	Sobrarbe	74	Otras actividades profesionales, científicas y técnicas	13
2009	03	Sobrarbe	75	Actividades veterinarias	12
2009	03	Sobrarbe	77	Actividades de alquiler	27
2009	03	Sobrarbe	78	Actividades relacionadas con el empleo	2
2009	03	Sobrarbe	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	13
2009	03	Sobrarbe	81	Servicios a edificios y actividades de jardinería	9
2009	03	Sobrarbe	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	18
2009	03	Sobrarbe	85	Educación	27
2009	03	Sobrarbe	86	Actividades sanitarias	8
2009	03	Sobrarbe	87	Asistencia en establecimientos residenciales	1
2009	03	Sobrarbe	90	Actividades de creación, artísticas y espectáculos	13
2009	03	Sobrarbe	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	7
2009	03	Sobrarbe	92	Actividades de juegos de azar y apuestas	3
2009	03	Sobrarbe	93	Actividades deportivas, recreativas y de entretenimiento	19
2009	03	Sobrarbe	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	6
2009	03	Sobrarbe	96	Otros servicios personales	38
2009	04	La Ribagorza	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	319
2009	04	La Ribagorza	02	Silvicultura y explotación forestal	5
2009	04	La Ribagorza	05	Extracción de antracita, hulla y lignito	1
2009	04	La Ribagorza	08	Otras industrias extractivas	7
2009	04	La Ribagorza	10	Industria de la alimentación	41
2009	04	La Ribagorza	11	Fabricación de bebidas	6
2009	04	La Ribagorza	13	Industria textil	2
2009	04	La Ribagorza	14	Confección de prendas de vestir	2
2009	04	La Ribagorza	15	Industria del cuero y del calzado	1
2009	04	La Ribagorza	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	16
2009	04	La Ribagorza	18	Artes gráficas y reproducción de soportes grabados	5
2009	04	La Ribagorza	22	Fabricación de productos de caucho y plásticos	2
2009	04	La Ribagorza	23	Fabricación de otros productos minerales no metálicos	11
2009	04	La Ribagorza	25	Fabricación de productos metálicos, excepto maquinaria y equipo	25
2009	04	La Ribagorza	28	Fabricación de maquinaria y equipo n.c.o.p.	3
2009	04	La Ribagorza	29	Fabricación de vehículos de motor, remolques y semirremolques	1
2009	04	La Ribagorza	31	Fabricación de muebles	6
2009	04	La Ribagorza	32	Otras industrias manufactureras	2
2009	04	La Ribagorza	33	Reparación e instalación de maquinaria y equipo	2
2009	04	La Ribagorza	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	45
2009	04	La Ribagorza	36	Captación, depuración y distribución de agua	4
2009	04	La Ribagorza	37	Recogida y tratamiento de aguas residuales	1
2009	04	La Ribagorza	38	Recogida, tratamiento y eliminación de residuos; valorización	1
2009	04	La Ribagorza	39	Actividades de descontaminación y otros servicios de gestión de residuos	2
2009	04	La Ribagorza	41	Construcción de edificios	235
2009	04	La Ribagorza	42	Ingeniería civil	17
2009	04	La Ribagorza	43	Actividades de construcción especializada	385
2009	04	La Ribagorza	45	Venta y reparación de vehículos de motor y motocicletas	39
2009	04	La Ribagorza	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	96
2009	04	La Ribagorza	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	419
2009	04	La Ribagorza	49	Transporte terrestre y por tubería	99
2009	04	La Ribagorza	52	Almacenamiento y actividades anexas al transporte	4
2009	04	La Ribagorza	55	Servicios de alojamiento	172
2009	04	La Ribagorza	56	Servicios de comidas y bebidas	306
2009	04	La Ribagorza	58	Edición	4
2009	04	La Ribagorza	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	4
2009	04	La Ribagorza	60	Actividades de programación y emisión de radio y televisión	2
2009	04	La Ribagorza	61	Telecomunicaciones	2
2009	04	La Ribagorza	62	Programación, consultoría y otras actividades relacionadas con la informática	3
2009	04	La Ribagorza	63	Servicios de información	5
2009	04	La Ribagorza	64	Servicios financieros, excepto seguros y fondos de pensiones	31
2009	04	La Ribagorza	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1
2009	04	La Ribagorza	66	Actividades auxiliares a los servicios financieros y a los seguros	23
2009	04	La Ribagorza	68	Actividades inmobiliarias	165
2009	04	La Ribagorza	69	Actividades jurídicas y de contabilidad	17
2009	04	La Ribagorza	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	50
2009	04	La Ribagorza	72	Investigación y desarrollo	2
2009	04	La Ribagorza	73	Publicidad y estudios de mercado	5
2009	04	La Ribagorza	74	Otras actividades profesionales, científicas y técnicas	17
2009	04	La Ribagorza	75	Actividades veterinarias	10
2009	04	La Ribagorza	77	Actividades de alquiler	38
2009	04	La Ribagorza	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	7
2009	04	La Ribagorza	80	Actividades de seguridad e investigación	1
2009	04	La Ribagorza	81	Servicios a edificios y actividades de jardinería	27
2009	04	La Ribagorza	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	34
2009	04	La Ribagorza	85	Educación	73
2009	04	La Ribagorza	86	Actividades sanitarias	20
2009	04	La Ribagorza	90	Actividades de creación, artísticas y espectáculos	21
2009	04	La Ribagorza	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	3
2009	04	La Ribagorza	92	Actividades de juegos de azar y apuestas	6
2009	04	La Ribagorza	93	Actividades deportivas, recreativas y de entretenimiento	14
2009	04	La Ribagorza	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	10
2009	04	La Ribagorza	96	Otros servicios personales	67
2009	05	Cinco Villas	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	599
2009	05	Cinco Villas	02	Silvicultura y explotación forestal	8
2009	05	Cinco Villas	05	Extracción de antracita, hulla y lignito	1
2009	05	Cinco Villas	08	Otras industrias extractivas	9
2009	05	Cinco Villas	10	Industria de la alimentación	70
2009	05	Cinco Villas	11	Fabricación de bebidas	5
2009	05	Cinco Villas	13	Industria textil	3
2009	05	Cinco Villas	14	Confección de prendas de vestir	5
2009	05	Cinco Villas	15	Industria del cuero y del calzado	1
2009	05	Cinco Villas	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	20
2009	05	Cinco Villas	17	Industria del papel	1
2009	05	Cinco Villas	18	Artes gráficas y reproducción de soportes grabados	8
2009	05	Cinco Villas	20	Industria química	4
2009	05	Cinco Villas	21	Fabricación de productos farmacéuticos	3
2009	05	Cinco Villas	22	Fabricación de productos de caucho y plásticos	7
2009	05	Cinco Villas	23	Fabricación de otros productos minerales no metálicos	24
2009	05	Cinco Villas	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2
2009	05	Cinco Villas	25	Fabricación de productos metálicos, excepto maquinaria y equipo	93
2009	05	Cinco Villas	26	Fabricación de productos informáticos, electrónicos y ópticos	5
2009	05	Cinco Villas	27	Fabricación de material y equipo eléctrico	14
2009	05	Cinco Villas	28	Fabricación de maquinaria y equipo n.c.o.p.	36
2009	05	Cinco Villas	29	Fabricación de vehículos de motor, remolques y semirremolques	11
2009	05	Cinco Villas	31	Fabricación de muebles	14
2009	05	Cinco Villas	32	Otras industrias manufactureras	8
2009	05	Cinco Villas	33	Reparación e instalación de maquinaria y equipo	8
2009	05	Cinco Villas	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	218
2009	05	Cinco Villas	36	Captación, depuración y distribución de agua	3
2009	05	Cinco Villas	37	Recogida y tratamiento de aguas residuales	9
2009	05	Cinco Villas	38	Recogida, tratamiento y eliminación de residuos; valorización	7
2009	05	Cinco Villas	39	Actividades de descontaminación y otros servicios de gestión de residuos	4
2009	05	Cinco Villas	41	Construcción de edificios	256
2009	05	Cinco Villas	42	Ingeniería civil	42
2009	05	Cinco Villas	43	Actividades de construcción especializada	539
2009	05	Cinco Villas	45	Venta y reparación de vehículos de motor y motocicletas	132
2009	05	Cinco Villas	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	183
2009	05	Cinco Villas	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	577
2009	05	Cinco Villas	49	Transporte terrestre y por tubería	179
2009	05	Cinco Villas	52	Almacenamiento y actividades anexas al transporte	16
2009	05	Cinco Villas	53	Actividades postales y de correos	2
2009	05	Cinco Villas	55	Servicios de alojamiento	64
2009	05	Cinco Villas	56	Servicios de comidas y bebidas	336
2009	05	Cinco Villas	58	Edición	3
2009	05	Cinco Villas	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	2
2009	05	Cinco Villas	60	Actividades de programación y emisión de radio y televisión	1
2009	05	Cinco Villas	61	Telecomunicaciones	1
2009	05	Cinco Villas	62	Programación, consultoría y otras actividades relacionadas con la informática	7
2009	05	Cinco Villas	63	Servicios de información	2
2009	05	Cinco Villas	64	Servicios financieros, excepto seguros y fondos de pensiones	45
2009	05	Cinco Villas	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	4
2009	05	Cinco Villas	66	Actividades auxiliares a los servicios financieros y a los seguros	57
2009	05	Cinco Villas	68	Actividades inmobiliarias	290
2009	05	Cinco Villas	69	Actividades jurídicas y de contabilidad	68
2009	05	Cinco Villas	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	79
2009	05	Cinco Villas	72	Investigación y desarrollo	15
2009	05	Cinco Villas	73	Publicidad y estudios de mercado	11
2009	05	Cinco Villas	74	Otras actividades profesionales, científicas y técnicas	18
2009	05	Cinco Villas	75	Actividades veterinarias	16
2009	05	Cinco Villas	77	Actividades de alquiler	59
2009	05	Cinco Villas	78	Actividades relacionadas con el empleo	1
2009	05	Cinco Villas	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	8
2009	05	Cinco Villas	80	Actividades de seguridad e investigación	3
2009	05	Cinco Villas	81	Servicios a edificios y actividades de jardinería	12
2009	05	Cinco Villas	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	55
2009	05	Cinco Villas	85	Educación	54
2009	05	Cinco Villas	86	Actividades sanitarias	45
2009	05	Cinco Villas	87	Asistencia en establecimientos residenciales	2
2009	05	Cinco Villas	88	Actividades de servicios sociales sin alojamiento	4
2009	05	Cinco Villas	90	Actividades de creación, artísticas y espectáculos	17
2009	05	Cinco Villas	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	5
2009	05	Cinco Villas	92	Actividades de juegos de azar y apuestas	17
2009	05	Cinco Villas	93	Actividades deportivas, recreativas y de entretenimiento	17
2009	05	Cinco Villas	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	22
2009	05	Cinco Villas	96	Otros servicios personales	124
2009	06	Hoya de Huesca / Plana de Uesca	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	468
2009	06	Hoya de Huesca / Plana de Uesca	02	Silvicultura y explotación forestal	19
2009	06	Hoya de Huesca / Plana de Uesca	05	Extracción de antracita, hulla y lignito	4
2009	06	Hoya de Huesca / Plana de Uesca	08	Otras industrias extractivas	8
2009	06	Hoya de Huesca / Plana de Uesca	10	Industria de la alimentación	59
2009	06	Hoya de Huesca / Plana de Uesca	11	Fabricación de bebidas	14
2009	06	Hoya de Huesca / Plana de Uesca	13	Industria textil	10
2009	06	Hoya de Huesca / Plana de Uesca	14	Confección de prendas de vestir	13
2009	06	Hoya de Huesca / Plana de Uesca	15	Industria del cuero y del calzado	5
2009	06	Hoya de Huesca / Plana de Uesca	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	38
2009	06	Hoya de Huesca / Plana de Uesca	17	Industria del papel	1
2009	06	Hoya de Huesca / Plana de Uesca	18	Artes gráficas y reproducción de soportes grabados	34
2009	06	Hoya de Huesca / Plana de Uesca	20	Industria química	10
2009	06	Hoya de Huesca / Plana de Uesca	21	Fabricación de productos farmacéuticos	1
2009	06	Hoya de Huesca / Plana de Uesca	22	Fabricación de productos de caucho y plásticos	8
2009	06	Hoya de Huesca / Plana de Uesca	23	Fabricación de otros productos minerales no metálicos	28
2009	06	Hoya de Huesca / Plana de Uesca	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	1
2009	06	Hoya de Huesca / Plana de Uesca	25	Fabricación de productos metálicos, excepto maquinaria y equipo	130
2009	06	Hoya de Huesca / Plana de Uesca	26	Fabricación de productos informáticos, electrónicos y ópticos	4
2009	06	Hoya de Huesca / Plana de Uesca	27	Fabricación de material y equipo eléctrico	5
2009	06	Hoya de Huesca / Plana de Uesca	28	Fabricación de maquinaria y equipo n.c.o.p.	29
2009	06	Hoya de Huesca / Plana de Uesca	29	Fabricación de vehículos de motor, remolques y semirremolques	15
2009	06	Hoya de Huesca / Plana de Uesca	30	Fabricación de otro material de transporte	3
2009	06	Hoya de Huesca / Plana de Uesca	31	Fabricación de muebles	34
2009	06	Hoya de Huesca / Plana de Uesca	32	Otras industrias manufactureras	12
2009	06	Hoya de Huesca / Plana de Uesca	33	Reparación e instalación de maquinaria y equipo	39
2009	06	Hoya de Huesca / Plana de Uesca	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	66
2009	06	Hoya de Huesca / Plana de Uesca	36	Captación, depuración y distribución de agua	3
2009	06	Hoya de Huesca / Plana de Uesca	37	Recogida y tratamiento de aguas residuales	7
2009	06	Hoya de Huesca / Plana de Uesca	38	Recogida, tratamiento y eliminación de residuos; valorización	5
2009	06	Hoya de Huesca / Plana de Uesca	39	Actividades de descontaminación y otros servicios de gestión de residuos	13
2009	06	Hoya de Huesca / Plana de Uesca	41	Construcción de edificios	453
2009	06	Hoya de Huesca / Plana de Uesca	42	Ingeniería civil	66
2009	06	Hoya de Huesca / Plana de Uesca	43	Actividades de construcción especializada	1012
2009	06	Hoya de Huesca / Plana de Uesca	45	Venta y reparación de vehículos de motor y motocicletas	261
2009	06	Hoya de Huesca / Plana de Uesca	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	442
2009	06	Hoya de Huesca / Plana de Uesca	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	1483
2009	06	Hoya de Huesca / Plana de Uesca	49	Transporte terrestre y por tubería	380
2009	06	Hoya de Huesca / Plana de Uesca	51	Transporte aéreo	2
2009	06	Hoya de Huesca / Plana de Uesca	52	Almacenamiento y actividades anexas al transporte	31
2009	06	Hoya de Huesca / Plana de Uesca	53	Actividades postales y de correos	22
2009	06	Hoya de Huesca / Plana de Uesca	55	Servicios de alojamiento	113
2009	06	Hoya de Huesca / Plana de Uesca	56	Servicios de comidas y bebidas	591
2009	06	Hoya de Huesca / Plana de Uesca	58	Edición	26
2009	06	Hoya de Huesca / Plana de Uesca	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	25
2009	06	Hoya de Huesca / Plana de Uesca	60	Actividades de programación y emisión de radio y televisión	7
2009	06	Hoya de Huesca / Plana de Uesca	61	Telecomunicaciones	9
2009	06	Hoya de Huesca / Plana de Uesca	62	Programación, consultoría y otras actividades relacionadas con la informática	72
2009	06	Hoya de Huesca / Plana de Uesca	63	Servicios de información	6
2009	06	Hoya de Huesca / Plana de Uesca	64	Servicios financieros, excepto seguros y fondos de pensiones	84
2009	06	Hoya de Huesca / Plana de Uesca	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	31
2009	06	Hoya de Huesca / Plana de Uesca	66	Actividades auxiliares a los servicios financieros y a los seguros	138
2009	06	Hoya de Huesca / Plana de Uesca	68	Actividades inmobiliarias	739
2009	06	Hoya de Huesca / Plana de Uesca	69	Actividades jurídicas y de contabilidad	236
2009	06	Hoya de Huesca / Plana de Uesca	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	432
2009	06	Hoya de Huesca / Plana de Uesca	72	Investigación y desarrollo	45
2009	06	Hoya de Huesca / Plana de Uesca	73	Publicidad y estudios de mercado	58
2009	06	Hoya de Huesca / Plana de Uesca	74	Otras actividades profesionales, científicas y técnicas	161
2009	06	Hoya de Huesca / Plana de Uesca	75	Actividades veterinarias	27
2009	06	Hoya de Huesca / Plana de Uesca	77	Actividades de alquiler	95
2009	06	Hoya de Huesca / Plana de Uesca	78	Actividades relacionadas con el empleo	6
