Mes y año	Comarca código	Comarca nombre	Sector de actividad	Afiliaciones en alta	Sexo
Diciembre 2015	06	Hoya de Huesca / Plana de Uesca	Industria y energía	256	Hombres
Diciembre 2015	06	Hoya de Huesca / Plana de Uesca	Industria y energía	68	Mujeres
Diciembre 2015	06	Hoya de Huesca / Plana de Uesca	Construcción	625	Hombres
Diciembre 2015	06	Hoya de Huesca / Plana de Uesca	Construcción	60	Mujeres
Diciembre 2015	06	Hoya de Huesca / Plana de Uesca	Servicios	1950	Hombres
Diciembre 2015	06	Hoya de Huesca / Plana de Uesca	Servicios	1391	Mujeres
Diciembre 2015	07	Somontano de Barbastro	Agricultura, ganadería y pesca	495	Hombres
Diciembre 2015	07	Somontano de Barbastro	Agricultura, ganadería y pesca	144	Mujeres
Diciembre 2015	07	Somontano de Barbastro	Industria y energía	150	Hombres
Diciembre 2015	07	Somontano de Barbastro	Industria y energía	64	Mujeres
Diciembre 2015	07	Somontano de Barbastro	Construcción	252	Hombres
Diciembre 2015	07	Somontano de Barbastro	Construcción	22	Mujeres
Diciembre 2015	07	Somontano de Barbastro	Servicios	647	Hombres
Diciembre 2015	07	Somontano de Barbastro	Servicios	519	Mujeres
Diciembre 2015	08	Cinca Medio	Agricultura, ganadería y pesca	515	Hombres
Diciembre 2015	08	Cinca Medio	Agricultura, ganadería y pesca	167	Mujeres
Diciembre 2015	08	Cinca Medio	Industria y energía	113	Hombres
Diciembre 2015	08	Cinca Medio	Industria y energía	151	Mujeres
Diciembre 2015	08	Cinca Medio	Construcción	254	Hombres
Diciembre 2015	08	Cinca Medio	Construcción	20	Mujeres
Diciembre 2015	08	Cinca Medio	Servicios	570	Hombres
Diciembre 2015	08	Cinca Medio	Servicios	556	Mujeres
Diciembre 2015	09	La Litera / La Llitera	Agricultura, ganadería y pesca	680	Hombres
Diciembre 2015	09	La Litera / La Llitera	Agricultura, ganadería y pesca	211	Mujeres
Diciembre 2015	09	La Litera / La Llitera	Industria y energía	103	Hombres
Diciembre 2015	09	La Litera / La Llitera	Industria y energía	50	Mujeres
Diciembre 2015	09	La Litera / La Llitera	Construcción	251	Hombres
Diciembre 2015	09	La Litera / La Llitera	Construcción	30	Mujeres
Diciembre 2015	09	La Litera / La Llitera	Servicios	521	Hombres
Diciembre 2015	09	La Litera / La Llitera	Servicios	451	Mujeres
Diciembre 2015	10	Los Monegros	Agricultura, ganadería y pesca	1212	Hombres
Diciembre 2015	10	Los Monegros	Agricultura, ganadería y pesca	412	Mujeres
Diciembre 2015	10	Los Monegros	Industria y energía	84	Hombres
Diciembre 2015	10	Los Monegros	Industria y energía	37	Mujeres
Diciembre 2015	10	Los Monegros	Construcción	259	Hombres
Diciembre 2015	10	Los Monegros	Construcción	19	Mujeres
Diciembre 2015	10	Los Monegros	Servicios	416	Hombres
Diciembre 2015	10	Los Monegros	Servicios	324	Mujeres
Diciembre 2015	11	Bajo Cinca / Baix Cinca	Agricultura, ganadería y pesca	973	Hombres
Diciembre 2015	11	Bajo Cinca / Baix Cinca	Agricultura, ganadería y pesca	305	Mujeres
Diciembre 2015	11	Bajo Cinca / Baix Cinca	Industria y energía	117	Hombres
Diciembre 2015	11	Bajo Cinca / Baix Cinca	Industria y energía	42	Mujeres
Diciembre 2015	11	Bajo Cinca / Baix Cinca	Construcción	253	Hombres
Diciembre 2015	11	Bajo Cinca / Baix Cinca	Construcción	18	Mujeres
Diciembre 2015	11	Bajo Cinca / Baix Cinca	Servicios	589	Hombres
Diciembre 2015	11	Bajo Cinca / Baix Cinca	Servicios	493	Mujeres
Diciembre 2015	12	Tarazona y el Moncayo	Agricultura, ganadería y pesca	114	Hombres
Diciembre 2015	12	Tarazona y el Moncayo	Agricultura, ganadería y pesca	18	Mujeres
Diciembre 2015	12	Tarazona y el Moncayo	Industria y energía	141	Hombres
Diciembre 2015	12	Tarazona y el Moncayo	Industria y energía	62	Mujeres
Diciembre 2015	12	Tarazona y el Moncayo	Construcción	125	Hombres
Diciembre 2015	12	Tarazona y el Moncayo	Construcción	10	Mujeres
Diciembre 2015	12	Tarazona y el Moncayo	Servicios	343	Hombres
Diciembre 2015	12	Tarazona y el Moncayo	Servicios	286	Mujeres
Diciembre 2015	13	Campo de Borja	Agricultura, ganadería y pesca	396	Hombres
Diciembre 2015	13	Campo de Borja	Agricultura, ganadería y pesca	117	Mujeres
Diciembre 2015	13	Campo de Borja	Industria y energía	64	Hombres
Diciembre 2015	13	Campo de Borja	Industria y energía	21	Mujeres
Diciembre 2015	13	Campo de Borja	Construcción	175	Hombres
Diciembre 2015	13	Campo de Borja	Construcción	5	Mujeres
Diciembre 2015	13	Campo de Borja	Servicios	281	Hombres
Diciembre 2015	13	Campo de Borja	Servicios	306	Mujeres
Diciembre 2015	14	Aranda	Agricultura, ganadería y pesca	86	Hombres
Diciembre 2015	14	Aranda	Agricultura, ganadería y pesca	19	Mujeres
Diciembre 2015	14	Aranda	Industria y energía	126	Hombres
Diciembre 2015	14	Aranda	Industria y energía	31	Mujeres
Diciembre 2015	14	Aranda	Construcción	68	Hombres
Diciembre 2015	14	Aranda	Construcción	2	Mujeres
Diciembre 2015	14	Aranda	Servicios	150	Hombres
Diciembre 2015	14	Aranda	Servicios	115	Mujeres
Diciembre 2015	15	Ribera Alta del Ebro	Agricultura, ganadería y pesca	237	Hombres
Diciembre 2015	15	Ribera Alta del Ebro	Agricultura, ganadería y pesca	96	Mujeres
Diciembre 2015	15	Ribera Alta del Ebro	Industria y energía	117	Hombres
Diciembre 2015	15	Ribera Alta del Ebro	Industria y energía	60	Mujeres
Diciembre 2015	15	Ribera Alta del Ebro	Construcción	254	Hombres
Diciembre 2015	15	Ribera Alta del Ebro	Construcción	29	Mujeres
Diciembre 2015	15	Ribera Alta del Ebro	Servicios	561	Hombres
Diciembre 2015	15	Ribera Alta del Ebro	Servicios	504	Mujeres
Diciembre 2015	16	Valdejalón	Agricultura, ganadería y pesca	492	Hombres
Diciembre 2015	16	Valdejalón	Agricultura, ganadería y pesca	127	Mujeres
Diciembre 2015	16	Valdejalón	Industria y energía	168	Hombres
Diciembre 2015	16	Valdejalón	Industria y energía	35	Mujeres
Diciembre 2015	16	Valdejalón	Construcción	299	Hombres
Diciembre 2015	16	Valdejalón	Construcción	21	Mujeres
Diciembre 2015	16	Valdejalón	Servicios	669	Hombres
Diciembre 2015	16	Valdejalón	Servicios	452	Mujeres
Diciembre 2015	17	D.C. Zaragoza	Agricultura, ganadería y pesca	828	Hombres
Diciembre 2015	17	D.C. Zaragoza	Agricultura, ganadería y pesca	305	Mujeres
Diciembre 2015	17	D.C. Zaragoza	Industria y energía	3555	Hombres
Diciembre 2015	17	D.C. Zaragoza	Industria y energía	1353	Mujeres
Diciembre 2015	17	D.C. Zaragoza	Construcción	4878	Hombres
Diciembre 2015	17	D.C. Zaragoza	Construcción	551	Mujeres
Diciembre 2015	17	D.C. Zaragoza	Servicios	22537	Hombres
Diciembre 2015	17	D.C. Zaragoza	Servicios	15712	Mujeres
Diciembre 2015	18	Ribera Baja del Ebro	Agricultura, ganadería y pesca	211	Hombres
Diciembre 2015	18	Ribera Baja del Ebro	Agricultura, ganadería y pesca	106	Mujeres
Diciembre 2015	18	Ribera Baja del Ebro	Industria y energía	70	Hombres
Diciembre 2015	18	Ribera Baja del Ebro	Industria y energía	44	Mujeres
Diciembre 2015	18	Ribera Baja del Ebro	Construcción	105	Hombres
Diciembre 2015	18	Ribera Baja del Ebro	Construcción	8	Mujeres
Diciembre 2015	18	Ribera Baja del Ebro	Servicios	175	Hombres
Diciembre 2015	18	Ribera Baja del Ebro	Servicios	201	Mujeres
Diciembre 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Agricultura, ganadería y pesca	491	Hombres
Diciembre 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Agricultura, ganadería y pesca	154	Mujeres
Diciembre 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Industria y energía	92	Hombres
Diciembre 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Industria y energía	42	Mujeres
Diciembre 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Construcción	141	Hombres
Diciembre 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Construcción	14	Mujeres
Diciembre 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Servicios	365	Hombres
Diciembre 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Servicios	321	Mujeres
Diciembre 2015	20	Comunidad de Calatayud	Agricultura, ganadería y pesca	706	Hombres
Diciembre 2015	20	Comunidad de Calatayud	Agricultura, ganadería y pesca	163	Mujeres
Diciembre 2015	20	Comunidad de Calatayud	Industria y energía	140	Hombres
Diciembre 2015	20	Comunidad de Calatayud	Industria y energía	58	Mujeres
Diciembre 2015	20	Comunidad de Calatayud	Construcción	312	Hombres
Diciembre 2015	20	Comunidad de Calatayud	Construcción	21	Mujeres
Diciembre 2015	20	Comunidad de Calatayud	Servicios	926	Hombres
Diciembre 2015	20	Comunidad de Calatayud	Servicios	744	Mujeres
Diciembre 2015	21	Campo de Cariñena	Agricultura, ganadería y pesca	329	Hombres
Diciembre 2015	21	Campo de Cariñena	Agricultura, ganadería y pesca	99	Mujeres
Diciembre 2015	21	Campo de Cariñena	Industria y energía	55	Hombres
Diciembre 2015	21	Campo de Cariñena	Industria y energía	19	Mujeres
Diciembre 2015	21	Campo de Cariñena	Construcción	116	Hombres
Diciembre 2015	21	Campo de Cariñena	Construcción	4	Mujeres
Diciembre 2015	21	Campo de Cariñena	Servicios	180	Hombres
Diciembre 2015	21	Campo de Cariñena	Servicios	198	Mujeres
Diciembre 2015	22	Campo de Belchite	Agricultura, ganadería y pesca	192	Hombres
Diciembre 2015	22	Campo de Belchite	Agricultura, ganadería y pesca	66	Mujeres
Diciembre 2015	22	Campo de Belchite	Industria y energía	23	Hombres
Diciembre 2015	22	Campo de Belchite	Industria y energía	14	Mujeres
Diciembre 2015	22	Campo de Belchite	Construcción	48	Hombres
Diciembre 2015	22	Campo de Belchite	Construcción	5	Mujeres
Diciembre 2015	22	Campo de Belchite	Servicios	90	Hombres
Diciembre 2015	22	Campo de Belchite	Servicios	78	Mujeres
Diciembre 2015	23	Bajo Martín	Agricultura, ganadería y pesca	163	Hombres
Diciembre 2015	23	Bajo Martín	Agricultura, ganadería y pesca	65	Mujeres
Diciembre 2015	23	Bajo Martín	Industria y energía	37	Hombres
Diciembre 2015	23	Bajo Martín	Industria y energía	19	Mujeres
Diciembre 2015	23	Bajo Martín	Construcción	74	Hombres
Diciembre 2015	23	Bajo Martín	Construcción	9	Mujeres
Diciembre 2015	23	Bajo Martín	Servicios	132	Hombres
Diciembre 2015	23	Bajo Martín	Servicios	117	Mujeres
Diciembre 2015	24	Campo de Daroca	Agricultura, ganadería y pesca	304	Hombres
Diciembre 2015	24	Campo de Daroca	Agricultura, ganadería y pesca	83	Mujeres
Diciembre 2015	24	Campo de Daroca	Industria y energía	19	Hombres
Diciembre 2015	24	Campo de Daroca	Industria y energía	5	Mujeres
Diciembre 2015	24	Campo de Daroca	Construcción	71	Hombres
Diciembre 2015	24	Campo de Daroca	Construcción	4	Mujeres
Diciembre 2015	24	Campo de Daroca	Servicios	100	Hombres
Diciembre 2015	24	Campo de Daroca	Servicios	97	Mujeres
Diciembre 2015	25	Jiloca	Agricultura, ganadería y pesca	475	Hombres
Diciembre 2015	25	Jiloca	Agricultura, ganadería y pesca	205	Mujeres
Diciembre 2015	25	Jiloca	Industria y energía	61	Hombres
Diciembre 2015	25	Jiloca	Industria y energía	27	Mujeres
Diciembre 2015	25	Jiloca	Construcción	183	Hombres
Diciembre 2015	25	Jiloca	Construcción	12	Mujeres
Diciembre 2015	25	Jiloca	Servicios	286	Hombres
Diciembre 2015	25	Jiloca	Servicios	244	Mujeres
Diciembre 2015	26	Cuencas Mineras	Agricultura, ganadería y pesca	122	Hombres
Diciembre 2015	26	Cuencas Mineras	Agricultura, ganadería y pesca	47	Mujeres
Diciembre 2015	26	Cuencas Mineras	Industria y energía	28	Hombres
Diciembre 2015	26	Cuencas Mineras	Industria y energía	7	Mujeres
Diciembre 2015	26	Cuencas Mineras	Construcción	87	Hombres
Diciembre 2015	26	Cuencas Mineras	Construcción	2	Mujeres
Diciembre 2015	26	Cuencas Mineras	Servicios	144	Hombres
Diciembre 2015	26	Cuencas Mineras	Servicios	145	Mujeres
Diciembre 2015	27	Andorra-Sierra de Arcos	Agricultura, ganadería y pesca	85	Hombres
Diciembre 2015	27	Andorra-Sierra de Arcos	Agricultura, ganadería y pesca	24	Mujeres
Diciembre 2015	27	Andorra-Sierra de Arcos	Industria y energía	35	Hombres
Diciembre 2015	27	Andorra-Sierra de Arcos	Industria y energía	12	Mujeres
Diciembre 2015	27	Andorra-Sierra de Arcos	Construcción	97	Hombres
Diciembre 2015	27	Andorra-Sierra de Arcos	Construcción	9	Mujeres
Diciembre 2015	27	Andorra-Sierra de Arcos	Servicios	241	Hombres
Diciembre 2015	27	Andorra-Sierra de Arcos	Servicios	217	Mujeres
Diciembre 2015	28	Bajo Aragón	Agricultura, ganadería y pesca	575	Hombres
Diciembre 2015	28	Bajo Aragón	Agricultura, ganadería y pesca	274	Mujeres
Diciembre 2015	28	Bajo Aragón	Industria y energía	141	Hombres
Diciembre 2015	28	Bajo Aragón	Industria y energía	60	Mujeres
Diciembre 2015	28	Bajo Aragón	Construcción	384	Hombres
Diciembre 2015	28	Bajo Aragón	Construcción	31	Mujeres
Diciembre 2015	28	Bajo Aragón	Servicios	810	Hombres
Diciembre 2015	28	Bajo Aragón	Servicios	703	Mujeres
Diciembre 2015	29	Comunidad de Teruel	Agricultura, ganadería y pesca	519	Hombres
Diciembre 2015	29	Comunidad de Teruel	Agricultura, ganadería y pesca	232	Mujeres
Diciembre 2015	29	Comunidad de Teruel	Industria y energía	179	Hombres
Diciembre 2015	29	Comunidad de Teruel	Industria y energía	53	Mujeres
Diciembre 2015	29	Comunidad de Teruel	Construcción	514	Hombres
Diciembre 2015	29	Comunidad de Teruel	Construcción	39	Mujeres
Diciembre 2015	29	Comunidad de Teruel	Servicios	1364	Hombres
Diciembre 2015	29	Comunidad de Teruel	Servicios	980	Mujeres
Diciembre 2015	30	Maestrazgo	Agricultura, ganadería y pesca	195	Hombres
Diciembre 2015	30	Maestrazgo	Agricultura, ganadería y pesca	73	Mujeres
Diciembre 2015	30	Maestrazgo	Industria y energía	39	Hombres
Diciembre 2015	30	Maestrazgo	Industria y energía	9	Mujeres
Diciembre 2015	30	Maestrazgo	Construcción	69	Hombres
Diciembre 2015	30	Maestrazgo	Construcción	1	Mujeres
Diciembre 2015	30	Maestrazgo	Servicios	82	Hombres
Diciembre 2015	30	Maestrazgo	Servicios	85	Mujeres
Diciembre 2015	31	Sierra de Albarracín	Agricultura, ganadería y pesca	117	Hombres
Diciembre 2015	31	Sierra de Albarracín	Agricultura, ganadería y pesca	54	Mujeres
Diciembre 2015	31	Sierra de Albarracín	Industria y energía	37	Hombres
Diciembre 2015	31	Sierra de Albarracín	Industria y energía	8	Mujeres
Diciembre 2015	31	Sierra de Albarracín	Construcción	92	Hombres
Diciembre 2015	31	Sierra de Albarracín	Construcción	3	Mujeres
Diciembre 2015	31	Sierra de Albarracín	Servicios	109	Hombres
Diciembre 2015	31	Sierra de Albarracín	Servicios	116	Mujeres
Diciembre 2015	32	Gúdar-Javalambre	Agricultura, ganadería y pesca	219	Hombres
Diciembre 2015	32	Gúdar-Javalambre	Agricultura, ganadería y pesca	73	Mujeres
Diciembre 2015	32	Gúdar-Javalambre	Industria y energía	95	Hombres
Diciembre 2015	32	Gúdar-Javalambre	Industria y energía	24	Mujeres
Diciembre 2015	32	Gúdar-Javalambre	Construcción	164	Hombres
Diciembre 2015	32	Gúdar-Javalambre	Construcción	10	Mujeres
Diciembre 2015	32	Gúdar-Javalambre	Servicios	205	Hombres
Diciembre 2015	32	Gúdar-Javalambre	Servicios	229	Mujeres
Diciembre 2015	33	Matarraña / Matarranya	Agricultura, ganadería y pesca	525	Hombres
Diciembre 2015	33	Matarraña / Matarranya	Agricultura, ganadería y pesca	282	Mujeres
Diciembre 2015	33	Matarraña / Matarranya	Industria y energía	75	Hombres
Diciembre 2015	33	Matarraña / Matarranya	Industria y energía	40	Mujeres
Diciembre 2015	33	Matarraña / Matarranya	Construcción	158	Hombres
Diciembre 2015	33	Matarraña / Matarranya	Construcción	11	Mujeres
Diciembre 2015	33	Matarraña / Matarranya	Servicios	188	Hombres
Diciembre 2015	33	Matarraña / Matarranya	Servicios	217	Mujeres
Septiembre 2015	01	La Jacetania	Agricultura, ganadería y pesca	275	Hombres
Septiembre 2015	01	La Jacetania	Agricultura, ganadería y pesca	41	Mujeres
Septiembre 2015	01	La Jacetania	Industria y energía	70	Hombres
Septiembre 2015	01	La Jacetania	Industria y energía	17	Mujeres
Septiembre 2015	01	La Jacetania	Construcción	227	Hombres
Septiembre 2015	01	La Jacetania	Construcción	10	Mujeres
Septiembre 2015	01	La Jacetania	Servicios	596	Hombres
Septiembre 2015	01	La Jacetania	Servicios	567	Mujeres
Septiembre 2015	02	Alto Gállego	Agricultura, ganadería y pesca	101	Hombres
Septiembre 2015	02	Alto Gállego	Agricultura, ganadería y pesca	35	Mujeres
Septiembre 2015	02	Alto Gállego	Industria y energía	42	Hombres
Septiembre 2015	02	Alto Gállego	Industria y energía	18	Mujeres
Septiembre 2015	02	Alto Gállego	Construcción	171	Hombres
Septiembre 2015	02	Alto Gállego	Construcción	16	Mujeres
Septiembre 2015	02	Alto Gállego	Servicios	452	Hombres
Septiembre 2015	02	Alto Gállego	Servicios	360	Mujeres
Septiembre 2015	03	Sobrarbe	Agricultura, ganadería y pesca	243	Hombres
Septiembre 2015	03	Sobrarbe	Agricultura, ganadería y pesca	60	Mujeres
Septiembre 2015	03	Sobrarbe	Industria y energía	33	Hombres
Septiembre 2015	03	Sobrarbe	Industria y energía	10	Mujeres
Septiembre 2015	03	Sobrarbe	Construcción	168	Hombres
Septiembre 2015	03	Sobrarbe	Construcción	7	Mujeres
Septiembre 2015	03	Sobrarbe	Servicios	291	Hombres
Septiembre 2015	03	Sobrarbe	Servicios	278	Mujeres
Septiembre 2015	04	La Ribagorza	Agricultura, ganadería y pesca	443	Hombres
Septiembre 2015	04	La Ribagorza	Agricultura, ganadería y pesca	116	Mujeres
Septiembre 2015	04	La Ribagorza	Industria y energía	58	Hombres
Septiembre 2015	04	La Ribagorza	Industria y energía	19	Mujeres
Septiembre 2015	04	La Ribagorza	Construcción	209	Hombres
Septiembre 2015	04	La Ribagorza	Construcción	16	Mujeres
Septiembre 2015	04	La Ribagorza	Servicios	400	Hombres
Septiembre 2015	04	La Ribagorza	Servicios	358	Mujeres
Septiembre 2015	05	Cinco Villas	Agricultura, ganadería y pesca	1213	Hombres
Septiembre 2015	05	Cinco Villas	Agricultura, ganadería y pesca	325	Mujeres
Septiembre 2015	05	Cinco Villas	Industria y energía	257	Hombres
Septiembre 2015	05	Cinco Villas	Industria y energía	139	Mujeres
Septiembre 2015	05	Cinco Villas	Construcción	330	Hombres
Septiembre 2015	05	Cinco Villas	Construcción	37	Mujeres
Septiembre 2015	05	Cinco Villas	Servicios	748	Hombres
Septiembre 2015	05	Cinco Villas	Servicios	644	Mujeres
Septiembre 2015	06	Hoya de Huesca / Plana de Uesca	Agricultura, ganadería y pesca	819	Hombres
Septiembre 2015	06	Hoya de Huesca / Plana de Uesca	Agricultura, ganadería y pesca	203	Mujeres
Septiembre 2015	06	Hoya de Huesca / Plana de Uesca	Industria y energía	258	Hombres
Septiembre 2015	06	Hoya de Huesca / Plana de Uesca	Industria y energía	68	Mujeres
Septiembre 2015	06	Hoya de Huesca / Plana de Uesca	Construcción	637	Hombres
Septiembre 2015	06	Hoya de Huesca / Plana de Uesca	Construcción	59	Mujeres
Septiembre 2015	06	Hoya de Huesca / Plana de Uesca	Servicios	1945	Hombres
Septiembre 2015	06	Hoya de Huesca / Plana de Uesca	Servicios	1381	Mujeres
Septiembre 2015	07	Somontano de Barbastro	Agricultura, ganadería y pesca	495	Hombres
Septiembre 2015	07	Somontano de Barbastro	Agricultura, ganadería y pesca	142	Mujeres
Septiembre 2015	07	Somontano de Barbastro	Industria y energía	145	Hombres
Septiembre 2015	07	Somontano de Barbastro	Industria y energía	67	Mujeres
Septiembre 2015	07	Somontano de Barbastro	Construcción	252	Hombres
Septiembre 2015	07	Somontano de Barbastro	Construcción	21	Mujeres
Septiembre 2015	07	Somontano de Barbastro	Servicios	668	Hombres
Septiembre 2015	07	Somontano de Barbastro	Servicios	527	Mujeres
Septiembre 2015	08	Cinca Medio	Agricultura, ganadería y pesca	510	Hombres
Septiembre 2015	08	Cinca Medio	Agricultura, ganadería y pesca	167	Mujeres
Septiembre 2015	08	Cinca Medio	Industria y energía	110	Hombres
Septiembre 2015	08	Cinca Medio	Industria y energía	149	Mujeres
Septiembre 2015	08	Cinca Medio	Construcción	254	Hombres
Septiembre 2015	08	Cinca Medio	Construcción	18	Mujeres
Septiembre 2015	08	Cinca Medio	Servicios	567	Hombres
Septiembre 2015	08	Cinca Medio	Servicios	549	Mujeres
Septiembre 2015	09	La Litera / La Llitera	Agricultura, ganadería y pesca	686	Hombres
Septiembre 2015	09	La Litera / La Llitera	Agricultura, ganadería y pesca	209	Mujeres
Septiembre 2015	09	La Litera / La Llitera	Industria y energía	104	Hombres
Septiembre 2015	09	La Litera / La Llitera	Industria y energía	49	Mujeres
Septiembre 2015	09	La Litera / La Llitera	Construcción	255	Hombres
Septiembre 2015	09	La Litera / La Llitera	Construcción	29	Mujeres
Septiembre 2015	09	La Litera / La Llitera	Servicios	525	Hombres
Septiembre 2015	09	La Litera / La Llitera	Servicios	452	Mujeres
Septiembre 2015	10	Los Monegros	Agricultura, ganadería y pesca	1212	Hombres
Septiembre 2015	10	Los Monegros	Agricultura, ganadería y pesca	415	Mujeres
Septiembre 2015	10	Los Monegros	Industria y energía	87	Hombres
Septiembre 2015	10	Los Monegros	Industria y energía	39	Mujeres
Septiembre 2015	10	Los Monegros	Construcción	257	Hombres
Septiembre 2015	10	Los Monegros	Construcción	20	Mujeres
Septiembre 2015	10	Los Monegros	Servicios	422	Hombres
Septiembre 2015	10	Los Monegros	Servicios	331	Mujeres
Septiembre 2015	11	Bajo Cinca / Baix Cinca	Agricultura, ganadería y pesca	973	Hombres
Septiembre 2015	11	Bajo Cinca / Baix Cinca	Agricultura, ganadería y pesca	311	Mujeres
Septiembre 2015	11	Bajo Cinca / Baix Cinca	Industria y energía	119	Hombres
Septiembre 2015	11	Bajo Cinca / Baix Cinca	Industria y energía	38	Mujeres
Septiembre 2015	11	Bajo Cinca / Baix Cinca	Construcción	251	Hombres
Septiembre 2015	11	Bajo Cinca / Baix Cinca	Construcción	19	Mujeres
Septiembre 2015	11	Bajo Cinca / Baix Cinca	Servicios	592	Hombres
Septiembre 2015	11	Bajo Cinca / Baix Cinca	Servicios	506	Mujeres
Septiembre 2015	12	Tarazona y el Moncayo	Agricultura, ganadería y pesca	110	Hombres
Septiembre 2015	12	Tarazona y el Moncayo	Agricultura, ganadería y pesca	19	Mujeres
Septiembre 2015	12	Tarazona y el Moncayo	Industria y energía	138	Hombres
Septiembre 2015	12	Tarazona y el Moncayo	Industria y energía	63	Mujeres
Septiembre 2015	12	Tarazona y el Moncayo	Construcción	125	Hombres
Septiembre 2015	12	Tarazona y el Moncayo	Construcción	9	Mujeres
Septiembre 2015	12	Tarazona y el Moncayo	Servicios	349	Hombres
Septiembre 2015	12	Tarazona y el Moncayo	Servicios	293	Mujeres
Septiembre 2015	13	Campo de Borja	Agricultura, ganadería y pesca	402	Hombres
Septiembre 2015	13	Campo de Borja	Agricultura, ganadería y pesca	117	Mujeres
Septiembre 2015	13	Campo de Borja	Industria y energía	65	Hombres
Septiembre 2015	13	Campo de Borja	Industria y energía	22	Mujeres
Septiembre 2015	13	Campo de Borja	Construcción	179	Hombres
Septiembre 2015	13	Campo de Borja	Construcción	4	Mujeres
Septiembre 2015	13	Campo de Borja	Servicios	275	Hombres
Septiembre 2015	13	Campo de Borja	Servicios	304	Mujeres
Septiembre 2015	14	Aranda	Agricultura, ganadería y pesca	84	Hombres
Septiembre 2015	14	Aranda	Agricultura, ganadería y pesca	18	Mujeres
Septiembre 2015	14	Aranda	Industria y energía	121	Hombres
Septiembre 2015	14	Aranda	Industria y energía	32	Mujeres
Septiembre 2015	14	Aranda	Construcción	73	Hombres
Septiembre 2015	14	Aranda	Construcción	2	Mujeres
Septiembre 2015	14	Aranda	Servicios	160	Hombres
Septiembre 2015	14	Aranda	Servicios	114	Mujeres
